ID,Expediente,Mercado,Motivo,FechaInicio,FechaResolucion,Decision,Recurso,IdSector,IdSubsector,IdRama,Amparo,Nulidad,Relacionados,PalabrasClave,Sector,Subsector,Rama,Rubro,Anio,Consecutivo,Empresas,FechaResolucionOrigen,SentidoResolucionOrigen,Efecto,FechaResolucionCNT,SentidoResolucion,Multa,Tipo,RutaGaceta,ExpedienteOrigen,FechaVPResolucionRA,SentidoVPResolucionRA,PalabrasClaveComplemento,docEmpresaAlias,FechaActualizacion,NoPresentada,Resumen,RutaNoPresentada,RutaResumen,RutaExtracto,RutaDictamen,RutaResolucion,RutaDesechamiento,RutaCierre,RutaPosicionamiento,Multa1,Mercado1,Tipo1,,,,,,,,,
10679,CNT-085-2025,,,15/07/2025 00:00,31/07/2025 00:00,AUTORIZADA,,52,522,522,,,,,Servicios financieros y de seguros,Inst. de interm. cred. y finan. no bursátil,Banca múltiple,CNT,2025,85,,31/07/2025 00:00,,HORIZONTAL,31/07/2025 00:00,,,,,,31/07/2025 00:00,,,,28/08/2025 13:20,,,,,,,Si,,,,0,,,,,,,,,,,
10682,CNT-090-2025,,,17/07/2025 00:00,31/07/2025 00:00,AUTORIZADA,,52,522,522,,,,,Servicios financieros y de seguros,Inst. de interm. cred. y finan. no bursátil,Banca múltiple,CNT,2025,90,"BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, SOCIEDAD NACIONAL DE CREDITO, INSTITUCION DE BANCA DE DESARROLLO / INTERCAM BANCO, S.A., INSTITUCION DE BANCA MULTIPLE,INTERCAM GRUPO FINANCIERO / INTERCAM GRUPO FINANCIERO, S.A. DE C.V. ",31/07/2025 00:00,,HORIZONTAL,31/07/2025 00:00,,,,,,31/07/2025 00:00,,,,01/09/2025 12:21,,,,,,,Si,,,,0,,,,,,,,,,,
10677,CNT-047-2025,,,07/04/2025 00:00,18/07/2025 00:00,AUTORIZADA,,11,114,114,,,,,"Agricultura, ganadería, aprovechamiento forestal, pesca y caza","Pesca, caza y captura",Pesca,CNT,2025,47,,18/07/2025 00:00,,VERTICAL,18/07/2025 00:00,,,INGRESO,,,18/07/2025 00:00,,,,25/08/2025 16:20,,,,,,,Si,,,,0,,,,,,,,,,,
10665,CNT-065-2025,,,10/05/2025 00:00,18/07/2025 00:00,AUTORIZADA,,46,464,464,,,,,Comercio al por menor,CME de artículos para el cuidado de la salud,CME de artículos para el cuidado de la salud,CNT,2025,65,"BLAZING STAR PARENT, LLC / BLAZING STAR MERGER SUB, INC. / BLAZING STAR BOOTS SUPERCO (JERSEY) LIMITED / WALGREENS BOOTS ALLIANCE, INC. ",18/07/2025 00:00,,DIVERSIFICACION POR LINEA DE PRODUCTO,18/07/2025 00:00,,,,,,18/07/2025 00:00,,,,22/08/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10675,CNT-068-2025,,,16/05/2025 00:00,18/07/2025 00:00,AUTORIZADA,,72,721,721,,,,,Alojamiento temporal y prep. alim. y bebidas,Servicios de alojamiento temporal,"Hoteles, moteles y similares",CNT,2025,68,"RLH PROPERTIES, S.A.B. DE C.V. / OAKMONT CORPORATION ",18/07/2025 00:00,,HORIZONTAL,18/07/2025 00:00,,,,,,18/07/2025 00:00,,,,25/08/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10671,CNT-070-2025,,,23/05/2025 00:00,18/07/2025 00:00,AUTORIZADA,,46,463,463,,,,,Comercio al por menor,"CME prod. text., acces. de vestir y calzado",Comercio al por menor de calzado,CNT,2025,70,"BEACH ACQUISITION CO PARENT LLC / SKECHERS U.S.A., INC. ",18/07/2025 00:00,,HORIZONTAL,18/07/2025 00:00,,,,,,18/07/2025 00:00,,,,15/10/2025 16:21,,,,,,,Si,,,,0,,,,,,,,,,,
10676,CNT-071-2025,,,06/06/2025 00:00,18/07/2025 00:00,AUTORIZADA,,22,221,221,,,,,"Electricidad, agua y suministro de gas",Generación y suministro de energía eléctrica,Generación y suministro de energía eléctrica,CNT,2025,71,,18/07/2025 00:00,,DIVERSIFICACION PURA,18/07/2025 00:00,,,,,,18/07/2025 00:00,,,,27/03/2026 08:15,,,,,,,Si,,,,0,,,,,,,,,,,
10678,CNT-083-2025,,,10/07/2025 00:00,18/07/2025 00:00,AUTORIZADA,,52,522,522,,,,,Servicios financieros y de seguros,Inst. de interm. cred. y finan. no bursátil,Banca múltiple,CNT,2025,83,"CIBANCO, S.A., INSTITUCION DE BANCA MULITPLE / NACIONAL FINANCIERA, S.N.C., INSTITUCION DE BANCA DE DESARROLLO ",18/07/2025 00:00,,HORIZONTAL,18/07/2025 00:00,,,,,,18/07/2025 00:00,,,,28/08/2025 13:20,,,,,,,Si,,,,0,,,,,,,,,,,
10657,CNT-046-2025,,,07/04/2025 00:00,11/07/2025 00:00,AUTORIZADA,,53,531,531,,,,,Servicios inmobiliarios y alquiler de bienes muebles e intangibles,Serv. inmobiliarios,Serv. relac. con los serv. inmobiliarios,CNT,2025,46,"CIBANCO, SOCIEDAD ANÓNIMA, INSTITUCIÓN DE  BANCA MÚLTIPLE, ÚNICA Y EXCLUSIVAMENTE COMO FIDUCIARIO DEL CONTRATO DE FIDEICOMISO IRREVOCABLE F/1622 / DESARROLLOS INDUSTRIALES VIA, S.A.P.I. DE C.V. / VITE D6, S.A. DE C.V. ",11/07/2025 00:00,,HORIZONTAL,11/07/2025 00:00,,,INGRESO,,,11/07/2025 00:00,,,,14/07/2025 18:21,,,,,,,Si,,,,0,,,,,,,,,,,
10672,CNT-061-2025,,,30/04/2025 00:00,11/07/2025 00:00,AUTORIZADA,,53,531,531,,,,,Servicios inmobiliarios y alquiler de bienes muebles e intangibles,Serv. inmobiliarios,Serv. relac. con los serv. inmobiliarios,CNT,2025,61,"BANCO ACTINVER, SOCIEDAD ANÓNIMA, INSTITUCIÓN DE BANCA MÚLTIPLE, GRUPO FINANCIERO ACTINVER, ÚNICA Y EXCLUSIVAMENTE COMO FIDUCIARIO EN EL CONTRATO DE FIDEICOMISO DE ADMINISTRACIÓN IRREVOCABLE CON DERECHOS DE REVERSIÓN IDENTIFICADO CON EL NÚMERO F/5983 / CIBANCO, SOCIEDAD ANÓNIMA, INSTITUCIÓN DE BANCA MÚLTIPLE, ÚNICA Y EXCLUSIVAMENTE COMO FIDUCIARIO DEL FIDEICOMISO IRREVOCABLE DE ADMINISTRACIÓN NÚMERO CIB/3277 E IDENTIFICADO PARA FINES FISCALES COMO “FIDEICOMISO CIB/3277” / IMPULSO EMPRESARIAL AVANTE, S.A. DE C.V. ",11/07/2025 00:00,,HORIZONTAL,11/07/2025 00:00,,,,,,11/07/2025 00:00,,,,02/03/2026 11:15,,,,,,,Si,,,,0,,,,,,,,,,,
10646,CNT-058-2025,,,28/04/2025 00:00,10/07/2025 00:00,AUTORIZADA,,52,522,522,,,,,Servicios financieros y de seguros,Inst. de interm. cred. y finan. no bursátil,Otras inst. interm. cred. y finan. no burs.,CNT,2025,58,KORA HOLDINGS IV (C) LLC / KORA HOLDINGS V (C) LLC / KORA HOLDINGS VI (C) LLC ,10/07/2025 00:00,,HORIZONTAL,10/07/2025 00:00,,,,,,10/07/2025 00:00,,,,18/08/2025 12:20,,,,,,,Si,,,,0,,,,,,,,,,,
10673,CNT-063-2025,,,06/05/2025 00:00,10/07/2025 00:00,AUTORIZADA,,31,325,325,,,,,Industrias manufactureras,Industria química,Fabricación de productos farmacéuticos,CNT,2025,63,ELI LILLY AND COMPANY / GRÜNENTHAL GMBH ,10/07/2025 00:00,,DIVERSIFICACION POR LINEA DE PRODUCTO,10/07/2025 00:00,,,,,,10/07/2025 00:00,,,,19/08/2025 20:20,,,,,,,Si,,,,0,,,,,,,,,,,
10659,CNT-072-2025,,,09/06/2025 00:00,03/07/2025 00:00,AUTORIZADA,,71,711,711,,,,,Serv. esparcimiento culturales y deportivos,Serv. artís. y deportivos y otros relac.,"Deportistas y eq. deportivos prof., semiprof.",CNT,2025,72,"GALUCAL GROUP, S. DE R.L. / INNOVATIO, LLC. / RPO1, LLC. / SOLAZ DEPORTES Y ENTRETENIMIENTO, S. DE R.L. DE C.V. ",03/07/2025 00:00,,DIVERSIFICACION PURA,03/07/2025 00:00,,,,,,03/07/2025 00:00,,,,05/08/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10660,CNT-073-2025,,,09/06/2025 00:00,03/07/2025 00:00,AUTORIZADA,,52,523,523,,,,,Servicios financieros y de seguros,Act. burs. cambia rias y de inversión finan.,Bolsa de valores,CNT,2025,73,,03/07/2025 00:00,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,03/07/2025 00:00,,,,,,03/07/2025 00:00,,,,05/08/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10648,CNT-074-2025,,,13/06/2025 00:00,03/07/2025 00:00,AUTORIZADA,,31,336,336,,,,,Industrias manufactureras,Fabricación de equipo de transporte,Fab. de partes para vehículos automotores,CNT,2025,74,ENERGY CERBERUS HOLDINGS LP / ROSEBANK INDUSTRIES PLC ,03/07/2025 00:00,,DIVERSIFICACION PURA,03/07/2025 00:00,,,,,,03/07/2025 00:00,,,,05/08/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10652,CNT-041-2025,,,27/03/2025 00:00,26/06/2025 00:00,AUTORIZADA,,72,721,721,,,,,Alojamiento temporal y prep. alim. y bebidas,Servicios de alojamiento temporal,"Hoteles, moteles y similares",CNT,2025,41,"HOLIDAY INN CLUB VACATIONS INCORPORATED / MADISON OL FLF BORROWER 1, LLC / WILSON ORANGE LAKE HOLDINGS, LLC / MADISON ALL PARENT LCC ",26/06/2025 00:00,,HORIZONTAL,26/06/2025 00:00,,,INGRESO,,,26/06/2025 00:00,,,,16/07/2025 16:20,,,,,,,Si,,,,0,,,,,,,,,,,
10653,CNT-044-2025,,,03/04/2025 00:00,26/06/2025 00:00,AUTORIZADA,,31,336,336,,,,,Industrias manufactureras,Fabricación de equipo de transporte,Fab. de partes para vehículos automotores,CNT,2025,44,"AIPCF VIII A-TE FUNDING LP / AP X PERSEUS HOLDINGS, L.P. / PERSEUS PARENT, L.P. ",26/06/2025 00:00,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,26/06/2025 00:00,,,INGRESO,,,26/06/2025 00:00,,,,16/07/2025 16:20,,,,,,,Si,,,,0,,,,,,,,,,,
10600,CNT-052-2025,,,11/04/2025 00:00,26/06/2025 00:00,AUTORIZADA,,72,722,722,,,,,Alojamiento temporal y prep. alim. y bebidas,Serv. de preparación de alimentos y bebidas,,CNT,2025,52,"ADQUISICIONES DQ, S.A. DE C.V. / CAFE DEL PACIFICO, S.A.P.I. DE C.V. / TIENDAS OXXO MEXICO, S.A. DE C.V. ",26/06/2025 00:00,,VERTICAL,26/06/2025 00:00,,,,,,26/06/2025 00:00,,,,16/07/2025 16:20,,,,,,,Si,,,,0,,,,,,,,,,,
10636,CNT-059-2025,,,30/04/2025 00:00,26/06/2025 00:00,AUTORIZADA,,31,325,325,,,,,Industrias manufactureras,Industria química,Fabricación de productos farmacéuticos,CNT,2025,59,"HELM AG / HELM DE MEXICO, S.A. DE C.V. / RAVAGO, S.A. ",26/06/2025 00:00,,HORIZONTAL,26/06/2025 00:00,,,,,,26/06/2025 00:00,,,,16/07/2025 16:20,,,,,,,Si,,,,0,,,,,,,,,,,
10651,CNT-005-2025,,,31/01/2025 00:00,19/06/2025 00:00,AUTORIZADA,,72,722,722,,,,,Alojamiento temporal y prep. alim. y bebidas,Serv. de preparación de alimentos y bebidas,,CNT,2025,5,"BAIN CAPITAL INVESTORS, LLC. / SPLAT SUPER HOLDCO, LLC. / BCPE FLAVOR MANAGEMENT HOLDINGS, LP / CSIP V PASS-THROUGH ACQUISITIONS, LP / YCP SP BLOCKER, INC. / YCP V SP BLOCKER, INC. ",19/06/2025 00:00,,DIVERSIFICACION POR LINEA DE PRODUCTO,19/06/2025 00:00,,,INGRESO,,,19/06/2025 00:00,,,,10/07/2025 17:21,,,,,,,Si,,,,0,,,,,,,,,,,
10658,CNT-029-2025,,,07/05/2025 00:00,19/06/2025 00:00,AUTORIZADA,,43,433,433,,,,,Comercio al por mayor,"CMA prod. farm., para el espar. y electrodom.",CMA de productos farmacéuticos,CNT,2025,29,,19/06/2025 00:00,,REESTRUCTURACIÓN CORPORATIVA,19/06/2025 00:00,,,INGRESO,,,19/06/2025 00:00,,,,15/07/2025 14:21,,,,,,,Si,,,,0,,,,,,,,,,,
10640,CNT-032-2025,,,13/03/2025 00:00,19/06/2025 00:00,AUTORIZADA,,43,435,435,,,,,Comercio al por mayor,"CMA maq., mob. y eq. agropec., indus. y serv.","CMA de maq., mobiliario y eq. de uso general",CNT,2025,32,XEROX CORPORATION / NINESTAR GROUP COMPANY LIMITED / XEROX HOLDINGS CORPORATION ,19/06/2025 00:00,,HORIZONTAL,19/06/2025 00:00,,,INGRESO,,,19/06/2025 00:00,,,,02/07/2025 13:21,,,,,,,Si,,,,0,,,,,,,,,,,
10654,CNT-054-2025,,,11/04/2025 00:00,19/06/2025 00:00,AUTORIZADA,,22,221,221,,,,,"Electricidad, agua y suministro de gas",Generación y suministro de energía eléctrica,Generación y suministro de energía eléctrica,CNT,2025,54,"AINDA, ENERGIA & INFRAESTRUCTURA, S.A.P.I. DE C.V. / BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO EN SU CARÁCTER DE FIDUCIARIO DEL FIDEICOMISO IRREVOCABLE NÚMERO 5477 / ENERGY FINANCING COMPANY 1, S.A. / T.S.K. ELECTRONICA Y ELECTRICIDAD, S.A. ",19/06/2025 00:00,,HORIZONTAL,19/06/2025 00:00,,,,,,19/06/2025 00:00,,,,06/08/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10649,CNT-056-2025,,,23/04/2025 00:00,19/06/2025 00:00,AUTORIZADA,,48,485,485,,,,,"Transportes, correos y almacenamiento","Transp. terr. pasajeros, exc. por ferrocarril","Transp, colectivo de pasajeros urb. y suburb.",CNT,2025,56,"BANCO ACTINVER, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE, GRUPO FINANCIERO ACTINVER / ENNOVA AMERICA FIBRA E, S.A. DE C.V. / GAMI INGENIERIA E INSTALACIONES, S.A. DE C.V. / TRANVIVA S.A. DE C.V. / DATA CONCEPTO, S.A. DE C.V. / LATIN ID, S.A. DE C.V. / BUS RAPID TRANSIT DE MÉXICO, S.A. DE C.V. / EUGEDOM, S.A. DE C.V. / ARKE INFRAESTRUCTURA Y ENERGÍA, S.A.P.I. DE C.V. ",19/06/2025 00:00,,HORIZONTAL,19/06/2025 00:00,,,,,,19/06/2025 00:00,,,,10/07/2025 18:21,,,,,,,Si,,,,0,,,,,,,,,,,
10625,CNT-045-2025,,,04/04/2025 00:00,12/06/2025 00:00,AUTORIZADA,,21,212,212,,,,,Minería,"Min. miner. metal. y no metal. exc. petr., gas",Minería de minerales metálicos,CNT,2025,45,CALIBRE MINING CORP. / EQUINOX GOLD CORP. ,12/06/2025 00:00,,HORIZONTAL,12/06/2025 00:00,,,INGRESO,,,12/06/2025 00:00,,,,30/06/2025 19:20,,,,,,,Si,,,,0,,,,,,,,,,,
10627,CNT-050-2025,,,22/04/2025 00:00,12/06/2025 00:00,AUTORIZADA,,31,325,325,,,,,Industrias manufactureras,Industria química,Fabricación de otros productos químicos,CNT,2025,50,LSF12 RIGEL INVESTMENTS S.P.A. / RADICIFIN S.A.P.A. ,12/06/2025 00:00,,VERTICAL,12/06/2025 00:00,,,INGRESO,,,12/06/2025 00:00,,,,30/06/2025 19:20,,,,,,,Si,,,,0,,,,,,,,,,,
10635,CNT-057-2025,,,25/04/2025 00:00,12/06/2025 00:00,AUTORIZADA,,43,431,431,,,,,Comercio al por mayor,"CMA de alimentos, bebidas y tabaco",CMA de alimentos y abarrotes,CNT,2025,57,"BUNGE GLOBAL, S.A. / CPPIB MONROE CANADA, INC. / DANELO LIMITED / VENUS INVESTMENT LIMITED PARTNERSHIP ",12/06/2025 00:00,,HORIZONTAL,12/06/2025 00:00,,,,,,12/06/2025 00:00,,,,30/06/2025 19:20,,,,,,,Si,,,,0,,,,,,,,,,,
10643,CNT-151-2024,,,20/12/2024 00:00,12/06/2025 00:00,AUTORIZADA,,31,333,333,,,,,Industrias manufactureras,Fabricación de maquinaria y equipo,"Fab. sist. aire acond., calefacción y refrig.",CNT,2024,151,"HITACHI GLOBAL LIFE SOLUTIONS, INC. / JOHNSON CONTROLS INTERNATIONAL PLC / JOHNSON CONTROLS-HITACHI AIR CONDITIONING HOLDING (UK) LTD. / ROBERT BOSCH GMBH ",12/06/2025 00:00,,HORIZONTAL,12/06/2025 00:00,,,,,,12/06/2025 00:00,,,,30/06/2025 19:20,,,,,,,Si,,,,0,,,,,,,,,,,
10591,CNT-159-2024,,,11/04/2025 00:00,11/06/2025 00:00,AUTORIZADA,,48,483,483,,,,,"Transportes, correos y almacenamiento",Transporte por agua,Transporte marítimo,CNT,2024,159,,11/06/2025 00:00,,HORIZONTAL,11/06/2025 00:00,,,INGRESO,,,11/06/2025 00:00,,,,24/06/2025 16:21,,,,,,,Si,,,,0,,,,,,,,,,,
10641,CNT-042-2025,,,31/03/2025 00:00,06/06/2025 00:00,AUTORIZADA,,53,531,531,,,,,Servicios inmobiliarios y alquiler de bienes muebles e intangibles,Serv. inmobiliarios,Alq. sin interm. viviendas y otros inmuebles,CNT,2025,42,"BANCO ACTINVER, SOCIEDAD ANONIMA, INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO ACTINVER / EMPAQUES MOLDEADOS DE AMERICA TECNOLOGIAS, S. DE R.L. DE C.V. / INDUSTRIAL GATE CAPITAL, S.A. DE C.V. / INDUSTRIAL GATE DESARROLLOS, S.A.P.I. DE C.V. / PHOENIX PACKAGING MEXICO, S.A. DE C.V. / PHOENIX PAPER PACKAGING MEXICO, S. DE R.L. DE C.V. / INDUSTRIAL GATE COMPANY, S DE R.L. DE C.V. ",06/06/2025 00:00,,DIVERSIFICACION PURA,06/06/2025 00:00,,,INGRESO,,,06/06/2025 00:00,,,,14/07/2025 19:20,,,,,,,Si,,,,0,,,,,,,,,,,
10644,CNT-160-2024,,,16/01/2025 00:00,06/06/2025 00:00,AUTORIZADA,,48,488,488,,,,,"Transportes, correos y almacenamiento",Servicios relacionados con el transporte,Serv. relacionados con el transp. por agua,CNT,2024,160,"PROMOCIONES TURISTICAS MAHAHUAL, S.A. DE C.V. / RCL CRUISES LTD. / TURISMO DE AVENTURA COSTA MAYA, S.A. DE C.V. ",06/06/2025 00:00,,VERTICAL,06/06/2025 00:00,,,INGRESO,,,06/06/2025 00:00,,,,23/06/2025 15:52,,,,,,,Si,,,,0,,,,,,,,,,,
10698,CNT-009-2025,,,06/02/2025 00:00,05/06/2025 00:00,AUTORIZADA,,48,483,483,,,,,"Transportes, correos y almacenamiento",Transporte por agua,Transporte marítimo,CNT,2025,9,,05/06/2025 00:00,,HORIZONTAL,05/06/2025 00:00,,,INGRESO,,,05/06/2025 00:00,,,,30/09/2025 08:21,,,,,,,Si,,,,0,,,,,,,,,,,
10638,CNT-018-2025,,,14/02/2025 00:00,05/06/2025 00:00,AUTORIZADA,,43,434,434,,,,,Comercio al por mayor,"CMA de materias primas agropec., industriales",CMA de materias primas para la industria,CNT,2025,18,,05/06/2025 00:00,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,05/06/2025 00:00,,,INGRESO,,,05/06/2025 00:00,,,,24/06/2025 12:21,,,,,,,Si,,,,0,,,,,,,,,,,
10639,CNT-025-2025,,,25/02/2025 00:00,05/06/2025 00:00,AUTORIZADA,,46,466,466,,,,,Comercio al por menor,"CME de enseres domésticos, computadoras",CME de muebles y otros enseres domésticos,CNT,2025,25,PARTY PRODUCTS HOLDINGS LLC / AGMX PLASTICOS LLC / SIP PARTY LLC / KIA II LLC / MERRYL LINCH  CREDIT PRODUCTS LLC ,05/06/2025 00:00,,DIVERSIFICACION PURA,05/06/2025 00:00,,,INGRESO,,,05/06/2025 00:00,,,,24/06/2025 12:21,,,,,,,Si,,,,0,,,,,,,,,,,
10631,CNT-036-2025,,,14/03/2025 00:00,05/06/2025 00:00,AUTORIZADA,,72,721,721,,,,,Alojamiento temporal y prep. alim. y bebidas,Servicios de alojamiento temporal,"Hoteles, moteles y similares",CNT,2025,36,HI HOLDINGS PLAYA B.V. / PLAYA HOTELS & RESORTS N.V. ,05/06/2025 00:00,,HORIZONTAL,05/06/2025 00:00,,,INGRESO,,,05/06/2025 00:00,,,,30/06/2025 16:20,,,,,,,Si,,,,0,,,,,,,,,,,
10582,CNT-040-2025,,,25/03/2025 00:00,05/06/2025 00:00,AUTORIZADA,,53,531,531,,,,,Servicios inmobiliarios y alquiler de bienes muebles e intangibles,Serv. inmobiliarios,Inmobiliarias y corredores de bienes raíces,CNT,2025,40,"FINTECH LATAM, S.A.R.L. / TANGERINE POMELO GROUP, S.A.P.I. DE C.V. ",05/06/2025 00:00,,DIVERSIFICACION PURA,05/06/2025 00:00,,,INGRESO,,,05/06/2025 00:00,,,,24/06/2025 17:20,,,,,,,Si,,,,0,,,,,,,,,,,
10626,CNT-049-2025,,,31/03/2025 00:00,05/06/2025 00:00,AUTORIZADA,,31,331,331,,,,,Industrias manufactureras,Industrias metálicas básicas,Industria básica del hierro y del acero,CNT,2025,49,NIPPON STEEL CORPORATION / UNITED STATES STEEL CORPORATION ,05/06/2025 00:00,,HORIZONTAL,05/06/2025 00:00,,,INGRESO,,,05/06/2025 00:00,,,,24/06/2025 18:21,,,,,,,Si,,,,0,,,,,,,,,,,
10642,CNT-055-2025,,,21/04/2025 00:00,05/06/2025 00:00,AUTORIZADA,,23,236,236,,,,,Construcción,Edificación,Edificación no residencial,CNT,2025,55,"IM NOT A FREIGHT MX LLC / IMBERA, S.A. DE C.V. / PLASTICOS TECNICOS MEXICANOS TOTAL, S.A. DE C.V ",05/06/2025 00:00,,HORIZONTAL,05/06/2025 00:00,,,,,,05/06/2025 00:00,,,,30/06/2025 11:21,,,,,,,Si,,,,0,,,,,,,,,,,
10637,CNT-134-2024,,,14/02/2025 00:00,29/05/2025 00:00,AUTORIZADA,,48,484,484,,,,,"Transportes, correos y almacenamiento",Autotransporte de carga,Autotransporte de carga general,CNT,2024,134,"GRUPO TRAXIÓN, S.A.B. DE C.V. / SOLISTICA, S.A. DE C.V. / TRAXIÓN LOGISTICS, S.A. DE C.V. / DESARROLLO LOGÍSTICO, S.A. DE C.V. / TRANSPORTES ALTOR, S.A. DE C.V. / EMPREX SERVICIOS, S.A. DE C.V. ",29/05/2025 00:00,,HORIZONTAL,29/05/2025 00:00,,,,,,29/05/2025 00:00,,,,30/06/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10629,CNT-039-2025,,,24/03/2025 00:00,22/05/2025 00:00,AUTORIZADA,,31,334,334,,,,,Industrias manufactureras,"Fab. eq. comput., comunic. y otros electrón.",Fabricación de equipo de audio y de video,CNT,2025,39,"HUAQIN TECHNOLOGY CO., LTD. / PLAMEX, S.A. DE C.V. / PLANTRONICS, INC. / POLYCOM, LLC / PLANTRONICS B.V. ",22/05/2025 00:00,,DIVERSIFICACION POR EXTENSIÓN DE MERCADO,22/05/2025 00:00,,,INGRESO,,,22/05/2025 00:00,,,,10/06/2025 14:21,,,,,,,Si,,,,0,,,,,,,,,,,
10614,CNT-043-2025,,,19/03/2025 00:00,22/05/2025 00:00,AUTORIZADA,,31,322,322,,,,,Industrias manufactureras,Industria del papel,Fabricación de productos de papel y cartón,CNT,2025,43,"CA OPPORTUNITY FUND I LLC / FOOTPRINT CA LLC / FOOTPRINT INTERNATIONAL HOLDCO, INC. ",22/05/2025 00:00,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,22/05/2025 00:00,,,INGRESO,,,22/05/2025 00:00,,,,10/06/2025 14:21,,,,,,,Si,,,,0,,,,,,,,,,,
10607,CNT-002-2025,,,17/01/2025 00:00,15/05/2025 00:00,AUTORIZADA,,22,221,221,,,,,"Electricidad, agua y suministro de gas",Generación y suministro de energía eléctrica,Generación y suministro de energía eléctrica,CNT,2025,2,"AUSTRALIAN RETIREMENT TRUST PTY LTD / STEPSTONE C PEREGRINE (DELAWARE) LLC / WINDMOLENS, LLC / RIVERSTONE PATTERN ENERGY II HOLDINGS, L.P. / RIVERSTONE PATTERN ENERGY III HOLDINGS, L.P. ",15/05/2025 00:00,,DIVERSIFICACION PURA,15/05/2025 00:00,,,INGRESO,,,15/05/2025 00:00,,,,04/06/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10608,CNT-033-2025,,,13/03/2025 00:00,15/05/2025 00:00,AUTORIZADA,,52,523,523,,,,,Servicios financieros y de seguros,Act. burs. cambia rias y de inversión finan.,Otros serv. de inversión e interm. bursátil,CNT,2025,33,"BANCO INVEX, S.A., INSTITUCION DE BANCA MULTIPLE, INVEX GRUPO FINANCIERO, ACTUANDO ÚNICA Y EXCLUSIVAMENTE COMO FIDUCIARIO DEL CONTRATO DE FIDEICOMISO IRREVOCABLE NO. F/2061 / CH ASSET MANAGEMENT, S.A.P.I. DE C.V. ",15/05/2025 00:00,,VERTICAL,15/05/2025 00:00,,,INGRESO,,,15/05/2025 00:00,,,,04/06/2025 13:21,,,,,,,Si,,,,0,,,,,,,,,,,
10628,CNT-024-2025,,,24/02/2025 00:00,13/05/2025 00:00,AUTORIZADA,,53,531,531,,,,,Servicios inmobiliarios y alquiler de bienes muebles e intangibles,Serv. inmobiliarios,Alq. sin interm. viviendas y otros inmuebles,CNT,2025,24,"BANCO INVEX, SOCIEDAD ANÓNIMA, INSTITUCIÓN DE BANCA MÚLTIPLE, INVEX GRUPO FINANCIERO, EXCLUSIVAMENTE EN SU CARÁCTER DE FIDUCIARIO DEL CONTRATO DE FIDEICOMISO IRREVOCABLE NÚMERO F/3277 / KARMINAL, S.A. DE C.V. / UNIVERSIDAD LATINOAMERICANA, S.C. ",13/05/2025 00:00,,HORIZONTAL,13/05/2025 00:00,,,INGRESO,,,13/05/2025 00:00,,,,03/06/2025 13:20,,,,,,,Si,,,,0,,,,,,,,,,,
10630,CNT-101-2024,,,03/10/2024 00:00,13/05/2025 00:00,AUTORIZADA,,48,492,492,,,,,"Transportes, correos y almacenamiento",Servicios de mensajería y paquetería,Servicios de mensajería y paquetería local,CNT,2024,101,"ESTAFETA, S.A.P.I. DE C.V. / TRATASA DE MEXICO, S.A. DE C.V. / UPS INTERNATIONAL, INC. / UPS LATIN AMERICA, INC. ",13/05/2025 00:00,,HORIZONTAL,13/05/2025 00:00,,,,,,13/05/2025 00:00,,,,03/06/2025 14:20,,,,,,,Si,,,,0,,,,,,,,,,,
10620,CNT-001-2025,,,06/03/2025 00:00,30/04/2025 00:00,AUTORIZADA,,11,111,111,,,,,"Agricultura, ganadería, aprovechamiento forestal, pesca y caza",Agricultura,Otros cultivos,CNT,2025,1,"ED&F MAN HOLDINGS LIMITED / ED&F MAN INTERMEDIARY LIMITED / HARTREE PARTNERS, LP ",30/04/2025 00:00,,DIVERSIFICACION PURA,30/04/2025 00:00,,,INGRESO,,,30/04/2025 00:00,,,,28/05/2025 17:20,,,,,,,Si,,,,0,,,,,,,,,,,
10618,CNT-012-2025,,,07/02/2025 00:00,30/04/2025 00:00,AUTORIZADA,,72,721,721,,,,,Alojamiento temporal y prep. alim. y bebidas,Servicios de alojamiento temporal,"Hoteles, moteles y similares",CNT,2025,12,"DESPEGAR.COM, CORP. / MIH INTERNET HOLDINGS B.V. ",30/04/2025 00:00,,HORIZONTAL,30/04/2025 00:00,,,INGRESO,,,30/04/2025 00:00,,,,28/05/2025 16:21,,,,,,,Si,,,,0,,,,,,,,,,,
