ID,Expediente,Mercado,Motivo,FechaInicio,FechaResolucion,Decision,Recurso,IdSector,IdSubsector,IdRama,Amparo,Nulidad,Relacionados,PalabrasClave,Sector,Subsector,Rama,Rubro,Anio,Consecutivo,Empresas,FechaResolucionOrigen,SentidoResolucionOrigen,Efecto,FechaResolucionCNT,SentidoResolucion,Multa,Tipo,RutaGaceta,ExpedienteOrigen,FechaVPResolucionRA,SentidoVPResolucionRA,PalabrasClaveComplemento,docEmpresaAlias,FechaActualizacion,NoPresentada,Resumen,RutaNoPresentada,RutaResumen,RutaExtracto,RutaDictamen,RutaResolucion,RutaDesechamiento,RutaCierre,RutaPosicionamiento,Multa1,Mercado1,Tipo1,,,,,,,,,
2233,CNT-139-2001,,,16/08/2001 00:00,06/09/2001 00:00,AUTORIZADA,,31,335,3352,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Industrias manufactureras,Fab. eq. de generación eléc. y apar. eléc.,Fab. de aparatos eléctricos de uso doméstico,CNT,2001,139,KONINKLIJKE PHILIPS ELECTRONICS N.V. / LG ELECTRONICS INC /,,,,,AUTORIZADA,MULTADA,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,197182,,,,,,,,,,,
1905,CNT-109-2001,,,18/06/2001 00:00,31/08/2001 00:00,AUTORIZADA,,72,722,722,,,,", AUTORIZADA,Concentraciones",Alojamiento temporal y prep. alim. y bebidas,Serv. de preparación de alimentos y bebidas,Serv. de preparación de alimentos por encargo,CNT,2001,109,"AREAS / ELIOR SCA / AEROCOMIDAS, S.A. DE C.V. ",,,DIVERSIFICACION PURA,,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,,,,,20/10/2011 12:46,,,,,,,,,,,0,,,,,,,,,,,
1866,CNT-106-2001,,,13/06/2001 00:00,30/08/2001 00:00,AUTORIZADA,,48,493,493,,,,", AUTORIZADA,Concentraciones","Transportes, correos y almacenamiento",Servicios de almacenamiento,Servicios de almacenamiento,CNT,2001,106,"FINSA HOLDING, S.A. DE C.V. / INMOBILIARIA MEX-HONG, S.A. DE C.V. ",30/08/2001 00:00,,DIVERSIFICACION POR EXTENSIÓN DE MERCADO,30/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,30/08/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
2170,CNT-132-2001,,,08/08/2001 00:00,30/08/2001 00:00,AUTORIZADA,,31,312,312,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Industria de las bebidas y del tabaco,Industria de las bebidas,CNT,2001,132,"PROYECCIÓN CORPORATIVA, S.A. DE C.V. / EMPRESAS EL CARMEN, S.A. DE C.V. / EMBOTELLADORAS ARGOS, S.A. DE C.V. / THE INMEX CORPORATION ",30/08/2001 00:00,,DIVERSIFICACION POR EXTENSIÓN DE MERCADO,30/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,30/08/2001 00:00,,,,29/09/2011 19:05,,,,,,,Si,,,,0,,,,,,,,,,,
2215,CNT-137-2001,,,14/08/2001 00:00,30/08/2001 00:00,AUTORIZADA,RA-069-2001,52,524,5241,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Servicios financieros y de seguros,"Compañías de fianzas, seguros y pensiones",Instituciones de seguros y fianzas,CNT,2001,137,"BANCRECER, S.A / DRESDNER PENSION FUND HOLDINGS LLC / ALLIANZ MÉXICO, S.A., COMPAÑÍA DE SEGUROS / BANCRECER-DRESDNER, S.A. DE C.V. /",,,DIVERSIFICACION PURA,30/08/2001 00:00,AUTORIZADA,MULTADA,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,295773,,,,,,,,,,,
1918,CNT-110-2001,,,20/06/2001 00:00,28/08/2001 00:00,AUTORIZADA,,31,336,3369,,,,", AUTORIZADA,Concentraciones",,,,CNT,2001,110,CONTROLADORA B&B / DISTRIBUIDORA DE BICICLETAS BENOTTO / GRUPO PIAMONTE / MEXICANA DE BICICLETAS /,,,,,NO OBJETADA,,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,0,,,,,,,,,,,
1604,CNT-086-2001,,,04/05/2001 00:00,23/08/2001 00:00,AUTORIZADA,,51,517,5179,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Información en medios masivos,Otras telecomunicaciones,Otros servicios de telecomunicaciones,CNT,2001,86,"LIBERTY MEDIA CORPORATION / THE ASSOCIATED GROUP, INC. / GRUPO PORTATEL / AT&T CORP. / TELIGENT INC. / ASSOCIATED COMMUNICATIONS OF MEXICO, INC. /",,,DIVERSIFICACION PURA,,AUTORIZADA,MULTADA,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:24,,,,,,,Si,,,,197182,,,,,,,,,,,
1659,CNT-090-2001,,,10/05/2001 00:00,23/08/2001 00:00,AUTORIZADA,RA-064-2001,51,515,5151,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Información en medios masivos,"Radio y televisión, exc. a través de Internet","Transm. progr. radio y TV, exc. Internet",CNT,2001,90,"MEGAPO COMUNICACIONES DE MÉXICO, S.A. DE C.V. / UNITED MÉXICO COMUNICACIONES, S.A. DE C.V. / UNITED MEXICO VENTURES, INC. / GRUPO TELECABLE MEXICANO / UNITEDGLOBALCOM, INC. /",,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,23/08/2001 00:00,AUTORIZADA,MULTADA,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/12eneroabril2002/g12-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,197182,,,,,,,,,,,
2103,CNT-125-2001,,,12/07/2001 00:00,23/08/2001 00:00,AUTORIZADA,,81,812,8123,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Otros servicios exc. actividades del Gobierno,Servicios personales,Serv. funerarios y adm. de cementerios,CNT,2001,125,"STEWART ENTERPRISES INC. / GRUPO STEWART DE MÉXICO, S. DE R.L. DE C.V. / GRUPO OSIRIS, S.A. DE C.V. /",,,DIVERSIFICACION PURA,,AUTORIZADA,MULTADA,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,197182,,,,,,,,,,,
1827,CNT-103-2001,,,12/06/2001 00:00,21/08/2001 00:00,AUTORIZADA,,23,238,238,,,,", AUTORIZADA,Concentraciones",Construcción,Trabajos especializados para la construcción,Instal. y equipamiento en construcciones,CNT,2001,103,"MEXALIT, S.A. / EUREKA, S.A. DE C.V. / EUREKA SERVICIOS INDUSTRIALES, S.A. DE C.V. / EUCOR, S.A. DE C.V. / INMOBILIARIA RAVIVA, S.A. DE C.V. ",,,HORIZONTAL,,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,,,,,20/10/2011 12:46,,,,,,,,,,,0,,,,,,,,,,,
1814,CNT-102-2001,,,12/06/2001 00:00,17/08/2001 00:00,AUTORIZADA,,22,222,222,,,,", AUTORIZADA,Concentraciones","Electricidad, agua y suministro de gas",Agua y suministro de gas por duetos,"Captación, tratamiento y suministro de agua",CNT,2001,102,"CONSORCIO INTERNACIONAL DE MEDIO AMBIENTE / AHORRO DE AGUA, S.A. DE C.V. / AGUA DE MÉXICO NUEVOS PROYECTOS, S.A. DE C.V / GRUPO AGUA DE MÉXICO, S.A. DE C.V, / AGUA DE MÉXICO, S.A. DE C.V ",,,HORIZONTAL,,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/14SEPTIEMBREDICIEMBRE2002/G14-2CONCENTRACIONES.PDF,,,,,,20/10/2011 12:46,,,,,,,,,,,0,,,,,,,,,,,
1968,CNT-114-2001,,,27/06/2001 00:00,17/08/2001 00:00,AUTORIZADA,,72,722,722,,,,", AUTORIZADA,Concentraciones",Alojamiento temporal y prep. alim. y bebidas,Serv. de preparación de alimentos y bebidas,Restaurantes con servicio de meseros,CNT,2001,114,"CENTRO INMOBILIARIO DEL SUR, S.A. DE C.V. / ECE, S.A. DE C.V. ",,,DIVERSIFICACION PURA,,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,,,,,20/10/2011 12:46,,,,,,,,,,,0,,,,,,,,,,,
1994,CNT-116-2001,,,28/06/2001 00:00,17/08/2001 00:00,AUTORIZADA,,52,521,521,,,,", AUTORIZADA,Concentraciones",Servicios financieros y de seguros,Banca central,Banca central,CNT,2001,116,"GRUPO FINANCIERO ASSOCIATES, S.A. DE C.V. / CRÉDITO FAMILIAR, S.A. DE C.V., SOCIEDAD FINANCIERA DE OBJETO LIMITADO, GRUPO FINANCIERO BBVA BANCOMER ",,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,,,,,20/10/2011 12:46,,,,,,,,,,,0,,,,,,,,,,,
2006,CNT-117-2001,,,28/06/2001 00:00,17/08/2001 00:00,AUTORIZADA,,31,336,3363,,,,", AUTORIZADA,Concentraciones",,,,CNT,2001,117,INDUSTRIA DE ASIENTO SUPERIOR / NISSAN MEXICANA / TACHI-S CO. /,,,,,NO OBJETADA,,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,0,,,,,,,,,,,
1879,CNT-107-2001,,,13/06/2001 00:00,16/08/2001 00:00,AUTORIZADA,,48,483,483,,,,", AUTORIZADA,Concentraciones","Transportes, correos y almacenamiento",Transporte por agua,Transporte marítimo,CNT,2001,107,HUTCHISON INTERNATIONAL PORT HOLDINGS LIMITED / ICTSI INTERNATIONAL HOLDINGS CORPORATION / LANGER HOLDINGSLIMITED ,16/08/2001 00:00,,HORIZONTAL,16/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,16/08/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
2018,CNT-118-2001,,,02/07/2001 00:00,16/08/2001 00:00,AUTORIZADA,RA-061-2001,31,322,3222,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Industrias manufactureras,Industria del papel,Fabricación de productos de papel y cartón,CNT,2001,118,"UNISOURCE DEL CENTRO, S.A. DE C.V / UNISOURCE DEL PACIFICO, S.A. DE C.V. / UNISOURCE DEL BAJIO Y OCCIDENTE, S.A. DE C.V. / UNISOURCE PIMSA, S.A. DE C.V. / UNISOURCE DEL NORESTE, S.A. DE C.V. /",,,REESTRUCTURACIÓN CORPORATIVA,16/08/2001 00:00,AUTORIZADA,MULTADA,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,98591,,,,,,,,,,,
2055,CNT-121-2001,,,06/07/2001 00:00,16/08/2001 00:00,AUTORIZADA,,52,523,523,,,,", AUTORIZADA,Concentraciones",Servicios financieros y de seguros,Act. burs. cambia rias y de inversión finan.,Otros serv. de inversión e interm. bursátil,CNT,2001,121,ALLIANZ AKTIENGESELLSCHAFT / DRESDNER BANK AKTIENGESELLSCHAFT ,16/08/2001 00:00,,HORIZONTAL,16/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,16/08/2001 00:00,,,,29/06/2015 17:50,,,,,,,Si,,,,0,,,,,,,,,,,
2067,CNT-122-2001,,,06/07/2001 00:00,16/08/2001 00:00,AUTORIZADA,,31,336,336,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Fabricación de equipo de transporte,Fab. de partes para vehículos automotores,CNT,2001,122,"TEKSID INVESTMENT N.V TEKSID / TEKSID HIERRO DE MÉXICO, S.A. DE .C.V. / TEKSID DE MÉXICO, S.A. DE .C.V. ",16/08/2001 00:00,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,16/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,16/08/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1427,CNT-074-2001,,,17/04/2001 00:00,10/08/2001 00:00,AUTORIZADA,,31,335,3359,,,,", AUTORIZADA,Concentraciones",,,,CNT,2001,74,AXA / MOTORES Y APARATOS ELÉCTRICOS /,,,,,NO OBJETADA,,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/10mayoagosto2001/g10-2concentraciones.pdf,,,,,,31/08/2010 12:24,,,,,,,Si,,,,0,,,,,,,,,,,
1749,CNT-097-2001,,,30/05/2001 00:00,10/08/2001 00:00,AUTORIZADA,,31,334,3344,,,,", AUTORIZADA,Concentraciones",,,,CNT,2001,97,LSG LUFTHANSA SERVICE HOLDING AG / ONEX FOOD SERVICES / ONEX SKY CHEFS /,,,,,NO OBJETADA,,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/10mayoagosto2001/g10-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,0,,,,,,,,,,,
1892,CNT-108-2001,,,15/06/2001 00:00,09/08/2001 00:00,AUTORIZADA,,62,622,622,,,,", AUTORIZADA,Concentraciones",Servicios de salud y de asistencia social,Hospitales,Hospitales generales,CNT,2001,108,"JARDINES DEL TIEMPO, S.A. DE .C.V. / JARDIN DE LA ESPERANZA, S.A. DE .C.V. / GRUPO STEWART DE MÉXICO, S. DE R.L. DE C.V. ",09/08/2001 00:00,,HORIZONTAL,09/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,09/08/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
2043,CNT-120-2001,,,02/07/2001 00:00,09/08/2001 00:00,AUTORIZADA,,31,313,313,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Fabricación de insumos textiles,Prep. e hilado de fibras text. y fab. Hilos,CNT,2001,120,"CELANESE MEXICANA, S.A. DE C.V. / SERVICIOS CORPORATIVOS GRUPO HOECHST-CELMEX, S.A. DE C.V. ",09/08/2001 00:00,,REESTRUCTURACIÓN CORPORATIVA,09/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,09/08/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
2091,CNT-124-2001,,,10/07/2001 00:00,09/08/2001 00:00,AUTORIZADA,,31,312,3121,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Industrias manufactureras,Industria de las bebidas y del tabaco,Industria de las bebidas,CNT,2001,124,"GRUPO INDUSTRIAL HERRADURA, S.A. DE C.V. / SOCIEDAD ROMO, S.A. DE C.V. / VALLE DE AMATITÁN, S.A. DE C.V /",,,REESTRUCTURACIÓN CORPORATIVA,,AUTORIZADA,MULTADA,,,,,,,,31/08/2010 12:25,,,,,,,Si,,,,191494,,,,,,,,,,,
1762,CNT-098-2001,,,30/05/2001 00:00,08/08/2001 00:00,AUTORIZADA,,52,523,5239,,,,", AUTORIZADA,Concentraciones",,,,CNT,2001,98,TYCO INTERNATIONAL /,,,,,NO OBJETADA,,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/10mayoagosto2001/g10-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,0,,,,,,,,,,,
1956,CNT-113-2001,,,27/06/2001 00:00,07/08/2001 00:00,AUTORIZADA,,31,324,324,,,,",Concentraciones",Industrias manufactureras,"Fab, de prod. derivados del petróleo y carbón",Fab. de prod. derivados del petróleo y carbón,CNT,2001,113,PRIDECOMEX HOLDING / GRANT PRIDECO / ENERPRO DE MÉXICO ,07/08/2001 00:00,,,07/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,07/08/2001 00:00,,,,27/09/2011 19:02,,,,,,,Si,,,,0,,,,,,,,,,,
1840,CNT-104-2001,,,12/06/2001 00:00,02/08/2001 00:00,AUTORIZADA,,31,334,334,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,"Fab. eq. comput., comunic. y otros electrón.",Fab. de computadoras y equipo periférico,CNT,2001,104,COMPAQ CORPORATION ,02/08/2001 00:00,,REESTRUCTURACIÓN CORPORATIVA,02/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,02/08/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1981,CNT-115-2001,,,28/06/2001 00:00,02/08/2001 00:00,AUTORIZADA,,31,339,339,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Otras industrias manufactureras,Otras industrias manufactureras,CNT,2001,115,"SAINT GOBAIN CRISTALERÍA, S.A. / BANCO INTERNACIONAL, S.A. INSTITUCIÓN DE BANCA MÚLTIPLE. GRUPO FINANCIERO BITAL / SAINT GOBAIN GLASS MÉXICO, S.A. DE .C.V. ",02/08/2001 00:00,,AUMENTO DE PARTICIPACIÓN ACCIONARIA,02/08/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,02/08/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1801,CNT-101-2001,,,08/06/2001 00:00,19/07/2001 00:00,AUTORIZADA,,52,521,521,,,,", AUTORIZADA,Concentraciones",Servicios financieros y de seguros,Banca central,Banca central,CNT,2001,101,"LEHMAN BROTHERS INC. / GRUPO FINANCIERO BANAMEX-ACCIVAL, S.A. DE C.V. ",,,DIVERSIFICACION POR LINEA DE PRODUCTO,,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/11SEPTIEMBREDICIEMBRE2001/G11-2CONCENTRACIONES.PDF,,,,,,20/10/2011 12:46,,,,,,,,,,,0,,,,,,,,,,,
1698,CNT-093-2001,,,18/05/2001 00:00,18/07/2001 00:00,AUTORIZADA,,31,336,336,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Fabricación de equipo de transporte,Fab. de partes para vehículos automotores,CNT,2001,93,CONTINENTAL AG / TEMIC TELEFUNKEN MICROELECTRONIC GMBH ,18/07/2001 00:00,,HORIZONTAL,18/07/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,18/07/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
2031,CNT-119-2001,,,02/07/2001 00:00,18/07/2001 00:00,AUTORIZADA,,31,312,312,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Industria de las bebidas y del tabaco,Industria de las bebidas,CNT,2001,119,"ROMO HERMANAS, S.A. DE C.V. / SUPER CLUB DE VINOS Y LICORES, S.A. DE C.V. ",18/07/2001 00:00,,REESTRUCTURACIÓN CORPORATIVA,18/07/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,18/07/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1532,CNT-081-2001,,,23/04/2001 00:00,12/07/2001 00:00,AUTORIZADA,,21,211,211,,,,", AUTORIZADA,Concentraciones",Minería,Extracción de petróleo y gas,Extracción de petróleo y gas,CNT,2001,81,"UNIVERSAL COMPRESSION, INC. / COMPRESSOR SYSTEMS INTERNATIONAL, INC. ",12/07/2001 00:00,,HORIZONTAL,12/07/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,12/07/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1710,CNT-094-2001,,,21/05/2001 00:00,12/07/2001 00:00,AUTORIZADA,,51,515,515,,,,", AUTORIZADA,Concentraciones",Información en medios masivos,"Radio y televisión, exc. a través de Internet","Transm. progr. radio y TV, exc. Internet",CNT,2001,94,"GRUPO RADIO CENTRO, S.A. DE C.V. / DESARROLLOS EMPRESARIALES, S.A. DE C.V. / RADIO SISTEMA MEXICANO, S.A. DE C.V. ",12/07/2001 00:00,,,12/07/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,12/07/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1931,CNT-111-2001,,,21/06/2001 00:00,12/07/2001 00:00,AUTORIZADA,,31,312,312,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Industria de las bebidas y del tabaco,Industria de las bebidas,CNT,2001,111,"OSBORNE DISTRIBUIDORA, S.A. / GRUPO INDUSTRIAL HERRADURA, S.A. DE C.V. ",12/07/2001 00:00,,DIVERSIFICACION POR EXTENSIÓN DE MERCADO,12/07/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,12/07/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1943,CNT-112-2001,,,26/06/2001 00:00,12/07/2001 00:00,AUTORIZADA,RA-049-2001,31,336,3361,,,," , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS , SANCIONADAS, MULTADAS,SANCIONADOS,MULTADOS,Concentraciones",Industrias manufactureras,Fabricación de equipo de transporte,Fabricación de automóviles y camiones,CNT,2001,112,"SIEMENS VDO AUTOMOTIVE AG. / GRUPO SIEMENS, S.A. DE C.V / ARNESES Y MANUFACTURAS ESPECIALES, S.A. DE C.V. /",,,REESTRUCTURACIÓN CORPORATIVA,12/07/2001 00:00,AUTORIZADA,MULTADA,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/11septiembrediciembre2001/g11-2concentraciones.pdf,,,,,,31/08/2010 12:25,,,,,,,Si,,,,191494,,,,,,,,,,,
1382,CNT-071-2001,,,06/04/2001 00:00,06/07/2001 00:00,AUTORIZADA,,31,335,3352,,,,", AUTORIZADA,Concentraciones",,,,CNT,2001,71,PHILIPS INDUSTRIA /,,,,,NO OBJETADA,,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/10mayoagosto2001/g10-2concentraciones.pdf,,,,,,31/08/2010 12:24,,,,,,,Si,,,,0,,,,,,,,,,,
1517,CNT-080-2001,,,23/04/2001 00:00,05/07/2001 00:00,AUTORIZADA,,72,721,721,,,,", AUTORIZADA,Concentraciones",Alojamiento temporal y prep. alim. y bebidas,Servicios de alojamiento temporal,"Hoteles, moteles y similares",CNT,2001,80,"AMX RESORT HOLDING, LLC. / CONSORCIO SITUR, S.A. DE C.V. ",05/07/2001 00:00,,DIVERSIFICACION POR EXTENSIÓN DE MERCADO,05/07/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,05/07/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1736,CNT-096-2001,,,23/05/2001 00:00,05/07/2001 00:00,AUTORIZADA,,31,339,339,,,,", AUTORIZADA,Concentraciones",Industrias manufactureras,Otras industrias manufactureras,Otras industrias manufactureras,CNT,2001,96,"TETRA LAVAL B.V. / SIDEL, S.A. ",05/07/2001 00:00,,DIVERSIFICACION POR LINEA DE PRODUCTO,05/07/2001 00:00,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/10MAYOAGOSTO2001/G10-2CONCENTRACIONES.PDF,,05/07/2001 00:00,,,,28/09/2011 18:46,,,,,,,Si,,,,0,,,,,,,,,,,
1472,CNT-077-2001,,,18/04/2001 00:00,04/07/2001 00:00,AUTORIZADA,,31,326,3261,,,,", AUTORIZADA,Concentraciones",,,,CNT,2001,77,KEY PLASTICS INOAC DE MÉXICO / KAC ACQUISITION COMPANY /,,,,,NO OBJETADA,,,http://www.cfc.gob.mx/images/stories/Publicaciones/Gacetas/10mayoagosto2001/g10-2concentraciones.pdf,,,,,,31/08/2010 12:24,,,,,,,Si,,,,0,,,,,,,,,,,
1487,CNT-078-2001,,,19/04/2001 00:00,04/07/2001 00:00,AUTORIZADA,,54,541,541,,,,", AUTORIZADA,Concentraciones","Servicios profesionales, científicos y técnicos","Serv. profesionales, científicos y técnicos","Serv. de consultoría admva., científica y téc.",CNT,2001,78,"UNEFON, S.A. DE C.V. / RSL COMMUNICATIONS LTD. / RSL COM DE MÉXICO, S.A. DE C.V. / RSL COM SERVICIOS CORPORATIVOS, S.A. DE C.V. ",,,HORIZONTAL,,,,,HTTP://WWW.CFC.GOB.MX/IMAGES/STORIES/PUBLICACIONES/GACETAS/14SEPTIEMBREDICIEMBRE2002/G14-2CONCENTRACIONES.PDF,,,,,,20/10/2011 12:46,,,,,,,,,,,0,,,,,,,,,,,
